Customer_ID,Recency,Frequency,Monetary,Total_Quantity,Avg_Quantity_Per_Order,Avg_Order_Value,Order_Value_Std,Unique_Products,First_Purchase,Last_Purchase,Tenure_Days,Purchase_Frequency_Rate,R_Score,F_Score,M_Score,RFM_Score,Customer_Segment
12346.0,165,10,327.86,60,1.875,10.245625,6.729074584076512,26,2009-12-14 11:00:00,2010-06-28 13:53:00,196,0.05102040816326531,2,5,2,252,Others
12347.0,3,2,1196.72,792,11.478260869565217,17.34376811594203,7.007140916792809,69,2010-10-31 14:20:00,2010-12-07 14:57:00,37,0.05405405405405406,5,2,4,524,Others
12348.0,74,1,222.16,373,18.65,11.108,4.545074372618295,20,2010-09-27 14:59:00,2010-09-27 14:59:00,0,1.0,2,1,2,212,Others
12349.0,43,2,1698.6399999999999,937,10.075268817204302,18.264946236559137,6.5354830205804575,82,2010-04-29 13:20:00,2010-10-28 08:23:00,181,0.011049723756906077,3,2,5,325,Others
12351.0,11,1,300.93,261,12.428571428571429,14.33,4.014716677425693,21,2010-11-29 15:23:00,2010-11-29 15:23:00,0,1.0,5,1,2,512,Potential Loyalists
12352.0,11,2,343.8,188,10.444444444444445,19.1,6.649237019476481,18,2010-11-12 10:20:00,2010-11-29 10:07:00,16,0.125,5,2,2,522,Others
12353.0,44,1,317.76,192,9.6,15.888,7.941850241798689,20,2010-10-27 12:44:00,2010-10-27 12:44:00,0,1.0,3,1,2,312,New Customers
12355.0,203,1,369.40999999999997,279,13.95,18.470499999999998,9.107061155759132,20,2010-05-21 11:59:00,2010-05-21 11:59:00,0,1.0,1,1,2,112,Lost
12356.0,16,3,908.24,1057,17.327868852459016,14.889180327868853,9.274123551596302,53,2010-10-11 09:42:00,2010-11-24 12:24:00,44,0.06818181818181818,4,3,4,434,Others
12357.0,24,1,1950.09,1388,14.610526315789473,20.527263157894737,9.545168037051159,95,2010-11-16 10:05:00,2010-11-16 10:05:00,0,1.0,4,1,5,415,Others
12358.0,11,3,833.31,484,10.521739130434783,18.115434782608695,9.910295814964186,44,2009-12-08 07:59:00,2010-11-29 10:56:00,356,0.008426966292134831,5,3,4,534,Others
12359.0,61,6,1900.71,691,6.457943925233645,17.763644859813084,6.042137475174824,102,2009-12-05 13:32:00,2010-10-10 11:16:00,308,0.01948051948051948,3,4,5,345,Loyal Customers
12360.0,28,4,1350.83,1288,14.976744186046512,15.707325581395349,8.60499901554065,74,2010-02-22 09:32:00,2010-11-12 11:31:00,263,0.015209125475285171,4,4,4,444,Loyal Customers
12361.0,98,3,321.35,144,7.578947368421052,16.913157894736845,3.9962427529306677,14,2010-01-26 14:37:00,2010-09-03 15:19:00,220,0.013636363636363636,2,3,2,232,Others
12368.0,264,1,198.4,152,19.0,24.8,9.083580162657702,8,2010-03-21 15:56:00,2010-03-21 15:56:00,0,1.0,1,1,2,112,Lost
12369.0,49,3,1442.43,1148,12.615384615384615,15.85087912087912,7.423092294897001,90,2010-03-08 08:09:00,2010-10-22 13:13:00,228,0.013157894736842105,3,3,4,334,Others
12370.0,260,3,614.62,248,7.294117647058823,18.077058823529413,6.2744810382584815,33,2010-02-09 09:41:00,2010-03-25 12:10:00,44,0.06818181818181818,1,3,3,133,Others
12371.0,45,3,1764.3200000000002,799,7.99,17.6432,7.468146617400459,90,2010-03-04 18:23:00,2010-10-26 13:37:00,235,0.01276595744680851,3,3,5,335,Loyal Customers
12373.0,260,2,603.0500000000001,315,9.0,17.23,8.454473232973113,30,2010-02-04 12:08:00,2010-03-25 13:49:00,49,0.04081632653061224,1,2,3,123,Others
12374.0,57,2,756.3,526,18.785714285714285,27.010714285714283,9.73612362157564,28,2010-04-30 14:01:00,2010-10-14 10:16:00,166,0.012048192771084338,3,2,4,324,Others
12376.0,25,2,183.15,94,10.444444444444445,20.35,10.135025900312241,8,2010-10-18 08:42:00,2010-11-15 12:15:00,28,0.07142857142857142,4,2,1,421,Potential Loyalists
12377.0,17,2,1510.24,1011,14.23943661971831,21.270985915492957,9.844345317407868,71,2010-04-29 15:34:00,2010-11-23 19:24:00,208,0.009615384615384616,4,2,5,425,Others
12378.0,198,1,1407.7,787,9.597560975609756,17.167073170731708,7.3871587761942274,82,2010-05-26 14:07:00,2010-05-26 14:07:00,0,1.0,1,1,4,114,At Risk
12379.0,58,2,722.98,405,10.125,18.0745,6.8304866928747066,37,2010-06-23 12:49:00,2010-10-13 14:46:00,112,0.017857142857142856,3,2,4,324,Others
12380.0,101,4,2869.89,1647,11.680851063829786,20.35382978723404,8.603274348390725,105,2010-02-15 12:05:00,2010-08-31 14:54:00,197,0.02030456852791878,2,4,5,245,Others
12385.0,15,1,1076.3,474,8.777777777777779,19.93148148148148,8.65004796745505,54,2010-11-25 15:14:00,2010-11-25 15:14:00,0,1.0,5,1,4,514,Others
12386.0,2,1,144.3,82,13.666666666666666,24.05,5.584890330167639,6,2010-12-08 09:53:00,2010-12-08 09:53:00,0,1.0,5,1,1,511,Potential Loyalists
12387.0,51,1,143.94,134,14.88888888888889,15.993333333333332,7.734248509066669,9,2010-10-20 16:27:00,2010-10-20 16:27:00,0,1.0,3,1,1,311,Potential Loyalists
12388.0,81,2,702.9,406,10.41025641025641,18.02307692307692,7.087685820026224,32,2010-05-06 12:54:00,2010-09-20 12:41:00,136,0.014705882352941176,2,2,3,223,Others
12389.0,38,3,726.23,404,10.35897435897436,18.62128205128205,7.941168606660244,37,2010-02-22 10:15:00,2010-11-02 11:52:00,253,0.011857707509881422,3,3,4,334,Others
12391.0,100,4,1837.83,838,4.761363636363637,10.442215909090908,7.543156306327496,155,2010-02-15 10:12:00,2010-09-01 12:38:00,198,0.020202020202020204,2,4,5,245,Others
12392.0,227,1,93.15,25,5.0,18.630000000000003,4.382008671830762,5,2010-04-27 14:04:00,2010-04-27 14:04:00,0,1.0,1,1,1,111,Lost
12393.0,18,2,717.85,435,10.609756097560975,17.508536585365853,7.054563261101147,38,2010-10-07 13:49:00,2010-11-22 16:10:00,46,0.043478260869565216,4,2,4,424,Others
12395.0,7,4,1697.24,1221,13.271739130434783,18.448260869565217,7.55004499057924,81,2010-04-16 10:16:00,2010-12-03 16:35:00,231,0.017316017316017316,5,4,5,545,Champions
12396.0,310,1,931.43,591,9.092307692307692,14.329692307692307,3.5209391366290537,65,2010-02-03 13:22:00,2010-02-03 13:22:00,0,1.0,1,1,4,114,At Risk
12399.0,21,3,806.85,948,18.96,16.137,6.692518591833781,40,2010-03-05 08:45:00,2010-11-19 08:53:00,259,0.011583011583011582,4,3,4,434,Others
12400.0,50,1,205.25,91,8.272727272727273,18.65909090909091,5.161628530891108,11,2010-10-21 13:45:00,2010-10-21 13:45:00,0,1.0,3,1,2,312,New Customers
12402.0,28,5,1031.3,490,8.305084745762711,17.47966101694915,5.05163099851704,40,2010-02-07 12:41:00,2010-11-12 09:50:00,277,0.018050541516245487,4,4,4,444,Loyal Customers
12403.0,157,1,36.0,2,2.0,36.0,0.0,1,2010-07-06 11:39:00,2010-07-06 11:39:00,0,1.0,2,1,1,211,Others
12406.0,35,3,810.02,530,16.060606060606062,24.546060606060607,10.209138657164578,27,2010-01-11 14:04:00,2010-11-05 11:42:00,297,0.010101010101010102,4,3,4,434,Others
12408.0,21,3,887.62,632,13.166666666666666,18.492083333333333,7.609809726794369,40,2010-07-29 13:27:00,2010-11-19 13:21:00,112,0.026785714285714284,4,3,4,434,Others
12409.0,56,2,1190.42,1240,31.794871794871796,30.523589743589746,8.281696840871597,34,2010-05-23 15:21:00,2010-10-15 10:24:00,144,0.013888888888888888,3,2,4,324,Others
12410.0,138,1,240.38,128,9.846153846153847,18.49076923076923,7.107890523376655,13,2010-07-25 13:26:00,2010-07-25 13:26:00,0,1.0,2,1,2,212,Others
12411.0,45,1,287.2,132,6.285714285714286,13.676190476190476,4.383937130240893,21,2010-10-26 09:25:00,2010-10-26 09:25:00,0,1.0,3,1,2,312,New Customers
12412.0,38,3,1021.4499999999999,1057,17.616666666666667,17.024166666666666,10.364520035436842,47,2010-06-18 13:22:00,2010-11-02 17:02:00,137,0.021897810218978103,3,3,4,334,Others
12413.0,38,1,185.35,31,2.5833333333333335,15.445833333333333,4.418888092008778,12,2010-11-02 13:26:00,2010-11-02 13:26:00,0,1.0,3,1,1,311,Potential Loyalists
12414.0,99,1,130.0,193,24.125,16.25,10.559583325112786,8,2010-09-02 12:22:00,2010-09-02 12:22:00,0,1.0,2,1,1,211,Others
12415.0,11,6,1809.32,2352,23.287128712871286,17.914059405940595,8.290865718152457,91,2010-06-30 08:30:00,2010-11-29 15:07:00,152,0.039473684210526314,5,4,5,545,Champions
12416.0,292,1,202.56,132,12.0,18.414545454545454,6.88728155898445,11,2010-02-21 10:19:00,2010-02-21 10:19:00,0,1.0,1,1,2,112,Lost
12417.0,46,11,2912.81,1321,7.635838150289017,16.837052023121387,6.11101844960919,144,2009-12-06 10:30:00,2010-10-25 14:27:00,323,0.034055727554179564,3,5,5,355,Loyal Customers
12418.0,49,3,864.62,601,9.852459016393443,14.174098360655737,7.798013930279336,60,2010-03-19 14:47:00,2010-10-22 10:29:00,216,0.013888888888888888,3,3,4,334,Others
12419.0,21,2,368.01,224,9.73913043478261,16.000434782608696,8.635171461297563,22,2010-10-22 10:40:00,2010-11-19 10:04:00,27,0.07407407407407407,4,2,2,422,Potential Loyalists
12421.0,51,2,291.56,168,8.4,14.578,6.076065728482708,18,2010-07-22 13:57:00,2010-10-20 14:28:00,90,0.022222222222222223,3,2,2,322,Others
12422.0,30,11,2000.81,1054,9.165217391304347,17.398347826086955,6.589230305453485,100,2009-12-18 12:44:00,2010-11-10 13:19:00,327,0.03363914373088685,4,5,5,455,Champions
12423.0,23,2,703.08,450,11.538461538461538,18.02769230769231,7.828770307935532,38,2010-08-31 09:31:00,2010-11-17 11:33:00,78,0.02564102564102564,4,2,3,423,Others
12424.0,58,2,1010.87,841,16.173076923076923,19.439807692307692,7.5936948795087185,50,2010-06-09 15:15:00,2010-10-13 10:29:00,125,0.016,3,2,4,324,Others
12425.0,84,1,911.11,633,11.722222222222221,16.872407407407408,6.897404470861563,54,2010-09-17 14:10:00,2010-09-17 14:10:00,0,1.0,2,1,4,214,At Risk
12426.0,298,1,690.48,322,7.0,15.010434782608696,4.296552600772825,46,2010-02-15 08:41:00,2010-02-15 08:41:00,0,1.0,1,1,3,113,Others
12427.0,7,1,120.3,60,8.571428571428571,17.185714285714287,2.85507067713368,7,2010-12-03 10:44:00,2010-12-03 10:44:00,0,1.0,5,1,1,511,Potential Loyalists
12429.0,1,5,1067.59,749,16.644444444444446,23.72422222222222,8.597634581909164,45,2010-06-11 13:28:00,2010-12-09 12:05:00,180,0.027777777777777776,5,4,4,544,Champions
12431.0,9,9,2783.66,1334,8.834437086092715,18.434834437086092,7.530314367435548,127,2010-01-15 09:04:00,2010-12-01 10:03:00,320,0.028125,5,5,5,555,Champions
12433.0,2,5,4841.53,4859,19.205533596837945,19.136482213438732,9.795985930668186,154,2010-08-20 09:23:00,2010-12-08 16:49:00,110,0.045454545454545456,5,4,5,545,Champions
12434.0,17,1,297.29,138,6.9,14.864500000000001,4.382542490861958,20,2010-11-23 13:38:00,2010-11-23 13:38:00,0,1.0,4,1,2,412,Potential Loyalists
12435.0,32,3,792.0,871,24.885714285714286,22.62857142857143,10.656602797950072,31,2010-03-12 14:50:00,2010-11-08 10:07:00,240,0.0125,4,3,4,434,Others
12437.0,31,20,6389.53,4652,13.523255813953488,18.57421511627907,8.38902392500054,214,2009-12-02 16:24:00,2010-11-09 14:46:00,341,0.05865102639296188,4,5,5,455,Champions
12439.0,318,2,1158.18,484,6.722222222222222,16.085833333333333,4.785666318567987,69,2009-12-14 08:40:00,2010-01-26 12:11:00,43,0.046511627906976744,1,2,4,124,Others
12440.0,98,2,491.04999999999995,264,10.56,19.642,7.168116907528784,19,2009-12-22 12:03:00,2010-09-03 13:11:00,255,0.00784313725490196,2,2,3,223,Others
12441.0,2,1,173.55,121,11.0,15.77727272727273,4.004083143265363,11,2010-12-08 10:45:00,2010-12-08 10:45:00,0,1.0,5,1,1,511,Potential Loyalists
12443.0,368,1,365.31,179,8.95,18.2655,9.095656843848753,20,2009-12-07 15:42:00,2009-12-07 15:42:00,0,1.0,1,1,2,112,Lost
12445.0,56,1,301.58000000000004,144,7.2,15.079000000000002,5.382590747762153,20,2010-10-15 12:28:00,2010-10-15 12:28:00,0,1.0,3,1,2,312,New Customers
12449.0,74,1,126.72,216,54.0,31.68,5.722377128431857,4,2010-09-27 09:37:00,2010-09-27 09:37:00,0,1.0,2,1,1,211,Others
12450.0,35,3,490.32,314,10.827586206896552,16.90758620689655,6.0136313341158605,25,2010-08-22 13:11:00,2010-11-05 16:27:00,75,0.04,4,3,3,433,Others
12451.0,99,3,2644.57,2351,16.792857142857144,18.889785714285715,8.294269276521538,135,2010-06-28 12:58:00,2010-09-02 15:38:00,66,0.045454545454545456,2,3,5,235,Others
12455.0,81,4,2229.29,985,7.6953125,17.416328125,7.3262086822084,116,2009-12-18 12:33:00,2010-09-20 14:39:00,276,0.014492753623188406,2,4,5,245,Others
12457.0,71,1,391.78,234,12.31578947368421,20.619999999999997,8.610029035955687,19,2010-09-30 17:59:00,2010-09-30 17:59:00,0,1.0,3,1,3,313,Others
12458.0,63,2,750.09,478,10.622222222222222,16.668666666666667,7.314357798193903,44,2010-08-09 10:33:00,2010-10-08 11:36:00,60,0.03333333333333333,3,2,4,324,Others
12459.0,241,1,398.36,256,11.636363636363637,18.10727272727273,5.6239176159194715,22,2010-04-13 14:53:00,2010-04-13 14:53:00,0,1.0,1,1,3,113,Others
12460.0,92,1,326.65,170,9.444444444444445,18.147222222222222,4.924920788321557,18,2010-09-09 13:51:00,2010-09-09 13:51:00,0,1.0,2,1,2,212,Others
12467.0,59,1,132.8,129,14.333333333333334,14.755555555555556,4.604375937928807,9,2010-10-12 15:41:00,2010-10-12 15:41:00,0,1.0,3,1,1,311,Potential Loyalists
12468.0,162,3,1692.24,1481,14.81,16.9224,6.850072198985433,96,2010-01-26 10:09:00,2010-07-01 10:28:00,156,0.019230769230769232,2,3,5,235,Others
12469.0,158,1,1113.7,524,7.9393939393939394,16.874242424242425,4.86197366084884,66,2010-07-05 12:40:00,2010-07-05 12:40:00,0,1.0,2,1,4,214,At Risk
12470.0,325,1,211.95,95,4.130434782608695,9.215217391304348,4.907888705085107,23,2010-01-19 11:01:00,2010-01-19 11:01:00,0,1.0,1,1,2,112,Lost
12471.0,10,46,11568.85,7079,12.14236706689537,19.843653516295028,8.673240348388319,152,2009-12-07 10:41:00,2010-11-30 14:35:00,358,0.12849162011173185,5,5,5,555,Champions
